,CnBio_ID,Donation_Score,Volunteering_Score,Engagement_Score
347,202231174,0.0,2.8,1.4
348,201517639,0.0,0.0,0.0
349,201517087,0.0,0.0,0.0
350,202130762,2.7,0.0,1.35
351,201413839,0.0,0.0,0.0
352,201414892,3.5,0.0,1.75
353,201414934,0.0,0.0,0.0
354,202029539,1.2000000000000002,0.0,0.6000000000000001
355,201517815,0.0,0.0,0.0
356,8181,0.0,0.0,0.0
357,201618102,0.0,0.0,0.0
358,201517088,0.0,0.0,0.0
359,9336,0.0,0.0,0.0
360,201720524,0.0,0.0,0.0
361,201620017,0.0,0.0,0.0
362,201822122,0.0,0.0,0.0
363,201517908,0.0,0.0,0.0
364,2429,0.0,0.0,0.0
365,201414289,0.0,0.0,0.0
366,201515963,0.0,0.0,0.0
367,201516829,0.0,0.0,0.0
368,3739,0.0,0.0,0.0
369,6298,0.0,0.0,0.0
370,201517988,0.0,0.0,0.0
371,5223,0.0,5.2,2.6
372,202129778,0.0,0.0,0.0
373,7661,0.0,0.0,0.0
374,202129685,0.0,0.0,0.0
375,201414056,0.0,0.0,0.0
376,201413856,0.0,0.0,0.0
377,8238,0.0,0.0,0.0
378,201413649,0.0,0.0,0.0
379,201619271,0.0,0.0,0.0
380,201414720,0.0,0.0,0.0
381,201517786,0.0,0.0,0.0
382,1283,0.0,0.0,0.0
383,778,0.0,0.0,0.0
384,5353,0.0,0.0,0.0
385,2694,0.0,0.0,0.0
386,202029192,1.2999999999999998,0.0,0.6499999999999999
387,713,0.0,0.0,0.0
388,201823343,0.0,0.0,0.0
389,201618919,0.0,0.0,0.0
390,8921,0.0,0.0,0.0
391,201928067,0.7,0.0,0.35
392,201619131,0.0,0.0,0.0
393,201414501,0.0,0.0,0.0
394,201518011,0.0,0.0,0.0
395,201516161,0.0,0.0,0.0
396,201822584,0.0,0.0,0.0
397,6179,0.0,0.0,0.0
398,202231838,3.4,0.0,1.7
399,202231653,0.0,3.9999999999999996,1.9999999999999998
400,1289,0.0,0.0,0.0
401,201517232,0.0,0.0,0.0
402,201823250,0.0,0.0,0.0
403,4854,0.0,0.0,0.0
404,202231072,5.0,0.0,2.5
405,201412862,0.0,0.0,0.0
406,201413368,0.0,0.0,0.0
407,202130019,0.0,0.0,0.0
408,201925518,2.9000000000000004,0.0,1.4500000000000002
409,201516108,0.0,0.0,0.0
410,202332155,2.9,0.0,1.45
411,202130706,0.0,0.0,0.0
412,2700,0.0,0.0,0.0
413,201415039,0.0,0.0,0.0
414,201927162,0.0,0.0,0.0
415,201923629,0.0,0.0,0.0
416,201925968,0.0,0.0,0.0
417,201415124,0.0,0.0,0.0
418,201925990,0.0,0.0,0.0
419,201414050,0.0,0.0,0.0
420,201414935,0.0,0.0,0.0
421,202029100,0.0,0.0,0.0
422,201414965,0.0,0.0,0.0
423,202129832,0.0,0.0,0.0
424,201927155,0.0,0.0,0.0
425,201923530,0.0,0.0,0.0
426,201923784,0.0,0.0,0.0
427,202231321,2.6,0.0,1.3
428,201515402,0.0,0.0,0.0
429,201414093,0.0,0.0,0.0
430,8456,0.0,0.0,0.0
431,10026,0.0,0.0,0.0
432,201720685,0.0,0.0,0.0
433,201414119,0.0,0.0,0.0
434,201515410,0.0,0.0,0.0
435,201413825,0.0,0.0,0.0
436,201517504,0.0,0.0,0.0
437,201414127,0.0,0.0,0.0
438,201619834,0.0,0.0,0.0
439,201412499,0.0,0.0,0.0
440,202130837,0.0,3.9999999999999996,1.9999999999999998
441,201414966,0.0,0.0,0.0
442,201310300,0.0,0.0,0.0
443,6821,0.0,0.0,0.0
444,201413558,0.0,0.0,0.0
445,201310795,0.0,0.0,0.0
446,201517644,0.0,0.0,0.0
447,201924207,0.0,0.0,0.0
448,201414248,0.0,0.0,0.0
449,201516283,0.0,0.0,0.0
450,201412148,0.0,0.0,0.0
451,202130965,2.0,0.0,1.0
452,202130657,0.0,0.0,0.0
453,201721361,0.0,0.0,0.0
454,201415040,0.0,0.0,0.0
455,202130055,0.0,0.0,0.0
456,202129906,4.9,0.0,2.45
457,202331960,0.0,0.4,0.2
458,201310585,1.0,0.0,0.5
459,201515633,0.0,0.0,0.0
460,201413936,0.0,0.0,0.0
461,202231264,2.0,0.0,1.0
462,201414529,0.0,0.0,0.0
463,201823016,0.0,0.0,0.0
464,201720647,0.0,0.0,0.0
465,201721178,0.0,0.0,0.0
466,201515539,0.0,0.0,0.0
467,201414140,0.0,0.0,0.0
468,201515182,0.0,0.0,0.0
469,202130838,0.0,2.8,1.4
470,202130056,0.0,0.0,0.0
471,201925984,0.0,0.0,0.0
472,201619266,0.0,0.0,0.0
473,9709,0.0,0.0,0.0
474,7703,0.0,0.0,0.0
475,202231268,5.1,0.0,2.55
476,202231175,0.0,1.6,0.8
477,201413415,0.0,0.0,0.0
478,201517907,0.0,0.0,0.0
479,202129860,0.0,0.0,0.0
480,201923550,0.0,0.0,0.0
481,202129745,0.0,0.0,0.0
482,201721203,0.0,0.0,0.0
483,202231255,4.3,0.0,2.15
484,201619098,0.0,0.0,0.0
485,201412517,0.0,0.0,0.0
486,201412504,0.0,0.0,0.0
487,202029422,0.0,0.0,0.0
488,202130839,0.0,0.0,0.0
489,4923,0.0,0.0,0.0
490,201412826,0.0,0.0,0.0
491,201412132,0.0,0.0,0.0
492,201618585,0.0,0.0,0.0
493,202130775,3.0,0.0,1.5
494,7222,0.0,0.0,0.0
495,201618272,0.0,0.0,0.0
496,201516720,0.0,0.0,0.0
497,201822578,0.0,0.0,0.0
498,201517043,0.0,0.0,0.0
499,201619866,0.0,0.0,0.0
500,202332152,2.9,0.0,1.45
501,201515258,0.0,0.0,0.0
502,201413333,0.0,0.0,0.0
503,201517340,0.0,0.0,0.0
504,201412321,0.0,0.0,0.0
505,202130588,0.0,0.0,0.0
506,201927267,0.0,0.0,0.0
507,201415041,0.0,0.0,0.0
508,202332138,2.9,0.0,1.45
509,201414092,0.0,0.0,0.0
510,201924144,0.0,0.0,0.0
511,201414104,0.0,0.0,0.0
512,202130589,0.0,0.0,0.0
513,201927332,0.0,0.0,0.0
514,4958,0.0,0.0,0.0
515,201721780,0.0,0.0,0.0
516,7671,0.0,0.0,0.0
517,201620155,0.0,0.0,0.0
518,201923826,0.0,0.0,0.0
519,201618764,0.0,0.0,0.0
520,201413208,0.0,0.0,0.0
521,2275,0.0,0.0,0.0
522,201414857,0.0,0.0,0.0
523,201515403,0.0,0.0,0.0
524,202129897,4.0,0.0,2.0
525,8743,0.0,0.0,0.0
526,201619911,0.0,0.0,0.0
527,201516676,0.0,0.0,0.0
528,5958,0.0,0.0,0.0
529,201925864,0.0,0.0,0.0
530,202029403,0.0,0.0,0.0
531,202332128,4.4,0.0,2.2
532,201517479,0.0,0.0,0.0
533,201619621,0.0,0.0,0.0
534,201413804,0.0,0.0,0.0
535,201620082,0.0,0.0,0.0
536,201620172,0.0,0.0,0.0
537,201414132,0.0,0.0,0.0
538,201310148,0.0,0.0,0.0
539,202029621,1.7999999999999998,0.0,0.8999999999999999
540,201415073,0.0,0.0,0.0
541,201415002,0.0,0.0,0.0
542,9720,0.0,0.0,0.0
543,201619354,0.0,0.0,0.0
544,6384,0.0,0.0,0.0
545,239,0.0,0.0,0.0
546,202130265,2.8,0.0,1.4
547,9714,0.0,0.0,0.0
548,202130159,3.5,0.0,1.75
549,201517357,0.0,0.0,0.0
550,201515484,0.0,0.0,0.0
551,201515637,0.0,0.0,0.0
552,201618955,0.0,0.0,0.0
553,201619674,0.0,0.0,0.0
554,201618652,0.0,0.0,0.0
555,201619969,0.0,0.0,0.0
556,201823218,0.0,0.0,0.0
557,201414281,0.0,0.0,0.0
558,6128,0.0,0.0,0.0
559,202331961,0.0,1.6,0.8
560,9188,0.0,0.0,0.0
561,201517089,0.0,0.0,0.0
562,201720459,0.0,0.0,0.0
563,201822885,0.0,0.0,0.0
564,6997,0.0,0.0,0.0
565,201517091,0.0,0.0,0.0
566,201618913,0.0,0.0,0.0
567,201516418,0.0,0.0,0.0
568,202130465,0.0,0.0,0.0
569,201516911,0.0,0.0,0.0
570,201618745,0.0,0.0,0.0
571,201413164,0.0,0.0,0.0
572,201618372,0.0,0.0,0.0
573,201517133,0.0,0.0,0.0
574,201619837,0.0,0.0,0.0
575,201926966,2.3,0.0,1.15
576,202331962,0.0,1.6,0.8
577,201618769,0.0,0.0,0.0
578,7871,0.0,0.0,0.0
579,201515190,0.0,0.0,0.0
580,201619933,0.0,0.0,0.0
581,201618304,0.0,0.0,0.0
582,201720632,0.0,0.0,0.0
583,9481,0.0,0.0,0.0
584,201515566,0.0,0.0,0.0
585,202331963,0.0,1.6,0.8
586,201620070,0.0,0.0,0.0
587,202332116,3.5,0.0,1.75
588,201414653,0.0,0.0,0.0
589,201413349,0.0,0.0,0.0
590,201822873,0.0,0.0,0.0
591,201721716,0.0,0.0,0.0
592,202231654,0.0,2.1999999999999997,1.0999999999999999
593,202231523,2.6,0.0,1.3
594,202130126,1.4000000000000001,0.0,0.7000000000000001
595,201620151,0.0,0.0,0.0
596,201720697,0.0,0.0,0.0
597,201414936,0.0,0.0,0.0
598,201515293,0.0,0.0,0.0
599,9622,0.0,0.0,0.0
600,201517678,0.0,0.0,0.0
601,202231711,0.0,1.6,0.8
602,202028949,0.0,0.0,0.0
603,201515880,0.0,0.0,0.0
604,202029468,0.0,0.0,0.0
605,202130768,3.3000000000000003,0.0,1.6500000000000001
606,201515200,0.0,0.0,0.0
607,8784,0.0,0.0,0.0
608,201823399,5.3,0.0,2.65
609,201515516,0.0,0.0,0.0
610,201516524,0.0,0.0,0.0
611,201412888,2.7,0.0,1.35
612,5002,0.0,0.0,0.0
613,201516159,0.0,0.0,0.0
614,202332238,2.8,0.0,1.4
615,4834,0.0,0.0,0.0
616,201721386,0.0,0.0,0.0
617,9908,0.0,0.0,0.0
618,201515701,0.0,0.0,0.0
619,201412396,0.0,0.0,0.0
620,201414809,0.0,0.0,0.0
621,201823333,0.0,0.0,0.0
622,201515352,0.0,0.0,0.0
623,202130754,2.7,0.0,1.35
624,201823268,0.0,0.0,0.0
625,201924175,0.0,0.0,0.0
626,202331966,0.0,0.4,0.2
627,201412224,0.0,0.0,0.0
628,201412917,0.0,0.0,0.0
629,7684,0.0,0.0,0.0
630,201311932,1.7999999999999998,0.0,0.8999999999999999
631,201515435,0.0,0.0,0.0
632,201414137,0.0,0.0,0.0
633,201414556,0.0,0.0,0.0
634,9474,4.7,5.8,5.25
635,201924324,0.0,0.0,0.0
636,202130099,2.0,0.0,1.0
637,201517491,0.0,0.0,0.0
638,201412795,0.0,0.0,0.0
639,201414257,0.0,0.0,0.0
640,201517090,0.0,0.0,0.0
641,202129848,0.0,0.0,0.0
642,201516748,0.0,0.0,0.0
643,202129776,0.0,0.0,0.0
644,202331967,0.0,0.4,0.2
645,201927142,0.0,0.0,0.0
646,201517658,0.0,0.0,0.0
647,201413425,0.0,0.0,0.0
648,202130840,0.0,0.0,0.0
649,574,0.0,0.0,0.0
650,201413651,0.0,0.0,0.0
651,201413918,0.0,0.0,0.0
652,7220,0.0,0.0,0.0
653,9095,0.0,0.0,0.0
654,201923713,0.0,0.0,0.0
655,202029496,0.0,0.0,0.0
656,201517569,0.0,0.0,0.0
657,6895,0.0,0.0,0.0
658,202231712,0.0,1.6,0.8
659,202331968,0.0,0.4,0.2
660,201516710,0.0,0.0,0.0
661,201822641,0.0,0.0,0.0
662,202129686,0.0,0.0,0.0
663,201516891,0.0,0.0,0.0
664,201517497,0.0,0.0,0.0
665,1458,0.0,0.0,0.0
666,201926871,0.0,0.0,0.0
667,201310113,0.0,0.0,0.0
668,201311304,0.0,0.0,0.0
669,201413925,0.0,0.0,0.0
670,201926875,0.0,0.0,0.0
671,4938,0.0,0.0,0.0
672,201822513,0.0,0.0,0.0
673,201721782,0.0,0.0,0.0
674,201822132,0.0,0.0,0.0
675,202130677,3.9,0.0,1.95
676,6123,0.0,0.0,0.0
677,202231453,4.2,0.0,2.1
678,201721262,0.0,0.0,0.0
679,201414265,0.0,0.0,0.0
680,4646,0.0,0.0,0.0
681,201619724,0.0,0.0,0.0
682,202129658,0.0,0.0,0.0
683,201516253,0.0,0.0,0.0
684,201822511,0.0,0.0,0.0
685,201516016,0.0,0.0,0.0
686,201515761,0.0,0.0,0.0
687,201517396,0.0,0.0,0.0
688,6352,0.0,0.0,0.0
689,201618335,0.0,0.0,0.0
690,201412505,0.0,0.0,0.0
691,8398,0.0,0.0,0.0
692,201618351,0.0,0.0,0.0
693,8798,0.0,0.0,0.0
694,201926919,0.0,0.0,0.0
695,201412657,0.0,0.0,0.0
696,201619929,4.1000000000000005,0.0,2.0500000000000003
697,201822284,0.0,0.0,0.0
698,202130904,3.2,0.0,1.6
699,201619753,0.0,0.0,0.0
700,201927169,0.0,0.0,0.0
701,201516081,0.0,0.0,0.0
702,201620143,0.0,0.0,0.0
703,6952,0.0,0.0,0.0
704,202130590,0.0,0.0,0.0
705,201720492,0.0,0.0,0.0
706,202231863,3.4,0.0,1.7
707,201822692,0.0,0.0,0.0
708,201517423,0.0,0.0,0.0
709,2866,0.0,0.0,0.0
710,201620116,0.0,0.0,0.0
711,5117,0.0,0.0,0.0
712,201924507,0.0,0.0,0.0
713,202130529,3.3000000000000003,0.0,1.6500000000000001
714,201515412,0.0,0.0,0.0
715,9291,0.0,0.0,0.0
716,201720435,0.0,0.0,0.0
717,202130173,3.2,0.0,1.6
718,201823272,0.0,0.0,0.0
719,6203,0.0,0.0,0.0
720,202231849,2.5,0.0,1.25
721,201413919,0.0,0.0,0.0
722,202130410,1.6,0.0,0.8
723,6864,0.0,0.0,0.0
724,201516705,0.0,0.0,0.0
725,9668,0.0,0.0,0.0
726,201721704,0.0,0.0,0.0
727,1457,0.0,0.0,0.0
728,202231429,2.4000000000000004,0.0,1.2000000000000002
729,201517722,0.0,0.0,0.0
730,201618606,0.0,0.0,0.0
731,202029293,7.1,0.0,3.55
732,201619520,0.0,0.0,0.0
733,201619356,0.0,0.0,0.0
734,201413981,0.0,0.0,0.0
735,201413702,0.0,0.0,0.0
736,5258,3.5000000000000004,0.0,1.7500000000000002
737,201618813,0.0,0.0,0.0
738,201618703,0.0,0.0,0.0
739,201516509,0.0,0.0,0.0
740,201619029,0.0,0.0,0.0
741,201619184,0.0,0.0,0.0
742,202029563,0.0,0.0,0.0
743,201413546,0.0,0.0,0.0
744,201925808,8.2,0.0,4.1
745,201517310,0.0,0.0,0.0
746,201414024,0.0,0.0,0.0
747,202129687,0.0,0.0,0.0
748,201927124,0.0,0.0,0.0
749,201822695,0.0,0.0,0.0
750,202331928,0.0,3.4,1.7
751,201720644,0.0,0.0,0.0
752,201413298,0.0,0.0,0.0
753,8387,0.0,0.0,0.0
754,202130026,0.0,0.0,0.0
755,202129635,4.2,0.0,2.1
756,201414073,0.0,0.0,0.0
757,2790,0.0,0.0,0.0
758,202129966,2.0,0.0,1.0
759,202130544,3.6,0.0,1.8
760,201310449,0.0,0.0,0.0
761,201721665,2.7,0.0,1.35
762,4955,0.0,0.0,0.0
763,201413710,0.0,0.0,0.0
764,201517317,0.0,0.0,0.0
