,CnBio_ID,Donation_Score,Volunteering_Score,Engagement_Score
3964,201720376,0.0,0.0,0.0
3965,201415043,0.0,0.0,0.0
3966,201619733,0.0,0.0,0.0
3967,201413416,0.0,0.0,0.0
3968,201310545,0.0,0.0,0.0
3969,5414,2.7,0.0,1.35
3970,201618197,0.0,0.0,0.0
3971,201413365,0.0,0.0,0.0
3972,201412503,0.0,0.0,0.0
3973,201721521,0.0,0.0,0.0
3974,201515859,0.0,0.0,0.0
3975,201720388,1.8,0.0,0.9
3976,2025,0.0,0.0,0.0
3977,5057,0.0,0.0,0.0
3978,201414833,0.0,0.0,0.0
3979,201516246,0.0,0.0,0.0
3980,2936,0.0,0.0,0.0
3981,2114,0.0,0.0,0.0
3982,706,0.0,0.0,0.0
3983,201517503,0.0,0.0,0.0
3984,201620085,0.0,0.0,0.0
3985,201822804,0.0,0.0,0.0
3986,201619703,0.0,0.0,0.0
3987,2560,0.0,0.0,0.0
3988,2665,0.0,0.0,0.0
3989,202231728,2.6,0.0,1.3
3990,201412759,0.0,0.0,0.0
3991,201721321,0.0,0.0,0.0
3992,201823228,0.0,0.0,0.0
3993,2330,0.0,0.0,0.0
3994,201516658,0.0,0.0,0.0
3995,201517177,0.0,0.0,0.0
3996,201517532,0.0,0.0,0.0
3997,202231444,3.0,0.0,1.5
3998,6826,0.0,0.0,0.0
3999,201310490,0.0,0.0,0.0
4000,201924379,0.0,0.0,0.0
4001,201926900,0.0,0.0,0.0
4002,9776,0.0,0.0,0.0
4003,202029478,0.0,0.0,0.0
4004,3507,0.0,0.0,0.0
4005,201822603,0.0,0.0,0.0
4006,7505,0.0,0.0,0.0
4007,9621,0.0,0.0,0.0
4008,202332183,2.9,0.0,1.45
4009,3546,0.0,0.0,0.0
4010,201618597,0.0,0.0,0.0
4011,201413021,0.0,0.0,0.0
4012,202129989,4.7,0.0,2.35
4013,5096,0.0,0.0,0.0
4014,202231101,0.0,0.0,0.0
4015,202231107,0.0,0.0,0.0
4016,2843,0.0,0.0,0.0
4017,9729,0.0,0.0,0.0
4018,201414749,0.0,0.0,0.0
4019,201925842,0.0,0.0,0.0
4020,201618555,0.0,0.0,0.0
4021,201412698,4.8,0.0,2.4
4022,2901,0.0,0.0,0.0
4023,201516296,0.0,0.0,0.0
4024,201926819,0.0,0.0,0.0
4025,201924297,0.0,0.0,0.0
4026,202129994,1.7,0.0,0.85
4027,201414464,0.0,0.0,0.0
4028,201515755,0.0,0.0,0.0
4029,8037,0.0,0.0,0.0
4030,201413201,0.0,0.0,0.0
4031,201517265,0.0,0.0,0.0
4032,201721664,0.0,0.0,0.0
4033,201924270,0.0,0.0,0.0
4034,201517687,0.0,0.0,0.0
4035,201414817,0.0,0.0,0.0
4036,202231489,3.3,0.0,1.65
4037,201415113,0.0,0.0,0.0
4038,201618553,0.0,0.0,0.0
4039,201414454,0.0,0.0,0.0
4040,201515832,0.0,0.0,0.0
4041,201413039,0.0,0.0,0.0
4042,9645,0.0,0.0,0.0
4043,201413176,0.0,0.0,0.0
4044,201924208,0.0,0.0,0.0
4045,2928,0.0,0.0,0.0
4046,202129722,0.0,0.0,0.0
4047,4604,0.0,0.0,0.0
4048,201413982,0.0,0.0,0.0
4049,202130569,2.7,0.0,1.35
4050,201924426,0.0,0.0,0.0
4051,202130779,1.5,0.0,0.75
4052,201822244,0.0,0.0,0.0
4053,201618250,0.0,0.0,0.0
4054,2847,0.0,0.0,0.0
4055,6434,0.0,0.0,0.0
4056,202231505,2.7,0.0,1.35
4057,6567,0.0,0.0,0.0
4058,2687,0.0,0.0,0.0
4059,201720531,0.0,0.0,0.0
4060,1990,0.0,0.0,0.0
4061,201618927,0.0,0.0,0.0
4062,5721,0.0,0.0,0.0
4063,5055,0.0,0.0,0.0
4064,201619949,0.0,0.0,0.0
4065,201822136,0.0,0.0,0.0
4066,7300,0.0,0.0,0.0
4067,202130773,2.0999999999999996,0.0,1.0499999999999998
4068,5657,0.0,0.0,0.0
4069,201923874,0.0,0.0,0.0
4070,2775,0.0,0.0,0.0
4071,201926941,0.0,0.0,0.0
4072,201924466,0.0,0.0,0.0
4073,201517489,7.000000000000001,0.0,3.5000000000000004
4074,5093,0.0,0.0,0.0
4075,201720687,0.0,0.0,0.0
4076,4808,0.0,0.0,0.0
4077,202231051,0.0,0.0,0.0
4078,202231257,2.3,0.0,1.15
4079,201412260,0.0,0.0,0.0
4080,201721223,0.0,0.0,0.0
4081,5215,0.0,0.0,0.0
4082,9297,1.7000000000000002,0.0,0.8500000000000001
4083,5213,0.0,0.0,0.0
4084,201412778,0.0,0.0,0.0
4085,201515204,0.0,0.0,0.0
4086,201515396,0.0,0.0,0.0
4087,201517241,0.0,0.0,0.0
4088,9882,0.0,0.0,0.0
4089,201720316,5.6,0.0,2.8
4090,2514,0.0,0.0,0.0
4091,201413794,0.0,0.0,0.0
4092,4632,0.0,0.0,0.0
4093,2740,0.0,0.0,0.0
4094,5286,0.0,0.0,0.0
4095,202130761,2.4,0.0,1.2
4096,202028996,6.699999999999999,0.0,3.3499999999999996
4097,201413140,0.0,0.0,0.0
4098,7803,0.0,0.0,0.0
4099,202129877,0.0,0.0,0.0
4100,201721501,0.0,0.0,0.0
4101,202231376,4.0,0.0,2.0
4102,202130497,2.0999999999999996,0.0,1.0499999999999998
4103,201720626,0.0,0.0,0.0
4104,5949,0.0,0.0,0.0
4105,202029190,0.7,0.0,0.35
4106,7937,0.0,0.0,0.0
4107,201721620,0.0,0.0,0.0
4108,9594,0.0,0.0,0.0
4109,201311655,0.0,0.0,0.0
4110,201721181,0.0,0.0,0.0
4111,8393,0.0,0.0,0.0
4112,201413278,0.0,0.0,0.0
4113,201924268,0.0,0.0,0.0
4114,202130135,1.4000000000000001,0.0,0.7000000000000001
4115,8344,0.0,0.0,0.0
4116,201517886,0.0,0.0,0.0
4117,202130092,4.8,0.0,2.4
4118,202130416,1.6,0.0,0.8
4119,201822271,0.0,0.0,0.0
4120,201310153,0.0,0.0,0.0
4121,201516360,0.0,0.0,0.0
4122,201618251,0.0,0.0,0.0
4123,202231090,2.3,0.0,1.15
4124,4899,0.0,0.0,0.0
4125,3112,0.0,0.0,0.0
4126,201414739,0.0,0.0,0.0
4127,201923951,0.0,0.0,0.0
4128,201516176,0.0,0.0,0.0
4129,201925586,6.699999999999999,0.0,3.3499999999999996
4130,6181,0.0,0.0,0.0
4131,202130174,1.4000000000000001,0.0,0.7000000000000001
4132,202129794,0.0,0.0,0.0
4133,201414305,0.0,0.0,0.0
4134,201923574,0.0,0.0,0.0
4135,202029423,0.0,0.0,0.0
4136,202231401,4.3,0.0,2.15
4137,201619179,0.0,0.0,0.0
4138,201720442,0.0,0.0,0.0
4139,202129672,0.0,0.0,0.0
4140,201515179,0.0,0.0,0.0
4141,202129878,0.0,0.0,0.0
4142,201619778,0.0,0.0,0.0
4143,201517985,0.0,0.0,0.0
4144,6583,0.0,0.0,0.0
4145,201414820,0.0,0.0,0.0
4146,6857,0.0,0.0,0.0
4147,201414564,0.0,0.0,0.0
4148,201515889,0.0,0.0,0.0
4149,201414502,0.0,0.0,0.0
4150,202231237,0.0,3.4,1.7
4151,6838,0.0,0.0,0.0
4152,201924381,0.0,0.0,0.0
4153,7135,0.0,0.0,0.0
4154,201516236,0.0,0.0,0.0
4155,2281,0.0,0.0,0.0
4156,201618712,0.0,0.0,0.0
4157,201413067,0.0,0.0,0.0
4158,201412139,0.0,0.0,0.0
4159,202231812,2.8,0.0,1.4
4160,7009,0.0,0.0,0.0
4161,201517570,0.0,0.0,0.0
4162,201413501,0.0,0.0,0.0
4163,7223,0.0,0.0,0.0
4164,201618983,0.0,0.0,0.0
4165,201415147,0.0,0.0,0.0
4166,201619404,0.0,0.0,0.0
4167,5453,7.499999999999999,0.0,3.7499999999999996
4168,201721760,0.0,0.0,0.0
4169,201925884,0.0,0.0,0.0
4170,3027,0.0,0.0,0.0
4171,201721350,0.0,0.0,0.0
4172,2638,0.0,0.0,0.0
4173,201517305,0.0,0.0,0.0
4174,202130097,2.5999999999999996,0.0,1.2999999999999998
4175,201517433,0.0,0.0,0.0
4176,201414347,0.0,0.0,0.0
4177,1206,0.0,0.0,0.0
4178,201516913,0.0,0.0,0.0
4179,201517097,0.0,0.0,0.0
4180,202029076,0.0,0.0,0.0
4181,201515835,0.0,0.0,0.0
4182,201720648,0.0,0.0,0.0
4183,201924110,0.0,0.0,0.0
4184,7134,0.0,0.0,0.0
4185,201618439,0.0,0.0,0.0
4186,202029616,0.9,0.0,0.45
4187,6585,0.0,0.0,0.0
4188,201720560,0.0,0.0,0.0
4189,7860,0.0,0.0,0.0
4190,6565,0.0,0.0,0.0
4191,201721847,3.8000000000000003,0.0,1.9000000000000001
4192,201721281,0.0,0.0,0.0
4193,4984,0.0,0.0,0.0
4194,201311350,0.0,0.0,0.0
4195,1404,0.0,0.0,0.0
4196,201620054,0.0,0.0,0.0
4197,1500,0.0,0.0,0.0
4198,201619906,0.0,0.0,0.0
4199,201516085,0.0,0.0,0.0
4200,201823044,0.0,0.0,0.0
4201,202332169,4.1000000000000005,0.0,2.0500000000000003
4202,9795,0.0,0.0,0.0
4203,3915,0.0,0.0,0.0
4204,201720664,0.0,0.0,0.0
4205,2161,0.0,0.0,0.0
4206,9467,0.0,0.0,0.0
4207,201619606,0.0,0.0,0.0
4208,4877,0.0,0.0,0.0
4209,201618797,0.0,0.0,0.0
4210,201926977,0.0,0.0,0.0
4211,201620115,0.0,0.0,0.0
4212,201720678,0.0,0.0,0.0
4213,6029,0.0,0.0,0.0
4214,6299,0.0,0.0,0.0
4215,202130935,1.7000000000000002,0.0,0.8500000000000001
4216,1113,0.0,0.0,0.0
4217,463,0.0,0.0,0.0
4218,201618849,0.0,0.0,0.0
4219,202130728,2.7,0.0,1.35
4220,201720640,0.0,0.0,0.0
4221,201516873,0.0,0.0,0.0
4222,202129742,0.0,0.0,0.0
4223,202130088,2.9000000000000004,0.0,1.4500000000000002
4224,201311457,0.0,0.0,0.0
4225,201517807,0.0,0.0,0.0
4226,1336,0.0,0.0,0.0
4227,201924217,0.0,0.0,0.0
4228,201517761,0.0,0.0,0.0
4229,201415091,0.0,0.0,0.0
4230,201412811,0.0,0.0,0.0
4231,202130676,0.0,0.0,0.0
4232,201822628,0.0,0.0,0.0
4233,202129962,0.0,0.0,0.0
4234,201412975,0.0,0.0,0.0
4235,201412509,0.0,0.0,0.0
4236,201619878,0.0,0.0,0.0
4237,202231494,3.3,0.0,1.65
4238,201413855,0.0,0.0,0.0
4239,201413956,0.0,0.0,0.0
4240,201928065,0.0,0.0,0.0
4241,201822311,0.0,0.0,0.0
4242,3423,5.3,0.0,2.65
4243,201413655,0.0,0.0,0.0
4244,201516656,0.0,0.0,0.0
4245,201413218,0.0,0.0,0.0
4246,201414574,0.0,0.0,0.0
4247,202231226,4.800000000000001,0.0,2.4000000000000004
4248,202231419,2.4000000000000004,0.0,1.2000000000000002
4249,2963,0.0,0.0,0.0
4250,6439,0.0,0.0,0.0
4251,201618512,0.0,0.0,0.0
4252,9256,0.0,0.0,0.0
4253,201619408,0.0,0.0,0.0
4254,201413725,0.0,0.0,0.0
4255,202130666,0.0,0.0,0.0
4256,201414972,0.0,0.0,0.0
4257,202130725,2.0999999999999996,0.0,1.0499999999999998
4258,201620083,0.0,0.0,0.0
4259,201925776,0.0,0.0,0.0
4260,201413496,0.0,0.0,0.0
4261,6755,0.0,0.0,0.0
4262,201415101,0.0,0.0,0.0
4263,1712,0.0,0.0,0.0
4264,201619897,0.0,0.0,0.0
4265,9642,0.0,0.0,0.0
4266,202231296,6.5,0.0,3.25
4267,201924130,0.0,0.0,0.0
4268,201924223,0.0,0.0,0.0
4269,201822226,0.0,0.0,0.0
4270,201413260,0.0,0.0,0.0
4271,201515988,0.0,0.0,0.0
4272,2605,0.0,0.0,0.0
4273,5946,0.0,0.0,0.0
4274,202029340,2.7,0.0,1.35
4275,201516507,0.0,0.0,0.0
4276,201925960,0.0,0.0,0.0
4277,201822252,0.0,0.0,0.0
4278,201721168,0.0,0.0,0.0
4279,2659,0.0,0.0,0.0
4280,201311476,0.0,0.0,0.0
4281,201823256,0.0,0.0,0.0
4282,201822971,0.0,0.0,0.0
4283,201925978,0.0,0.0,0.0
4284,202029223,0.7,0.0,0.35
4285,201927528,0.0,0.0,0.0
4286,201412696,0.0,0.0,0.0
4287,201516696,1.2000000000000002,0.0,0.6000000000000001
4288,202130100,1.4000000000000001,0.0,0.7000000000000001
4289,201619104,0.0,0.0,0.0
4290,2460,0.0,0.0,0.0
4291,202129706,0.0,5.2,2.6
4292,202231060,0.0,0.0,0.0
4293,1325,0.0,0.0,0.0
4294,202130486,2.5,0.0,1.25
4295,201924334,8.2,0.0,4.1
4296,202029394,0.0,0.0,0.0
4297,201822234,0.0,0.0,0.0
4298,3425,0.0,0.0,0.0
4299,6001,0.0,0.0,0.0
4300,1834,0.0,0.0,0.0
4301,201516852,0.0,0.0,0.0
4302,201310871,0.0,0.0,0.0
4303,48,0.0,0.0,0.0
4304,202231490,3.9000000000000004,0.0,1.9500000000000002
4305,202028938,5.0,0.0,2.5
4306,5089,0.0,0.0,0.0
4307,201720487,0.0,0.0,0.0
4308,201517427,0.0,0.0,0.0
4309,201927581,0.0,0.0,0.0
4310,201517016,0.0,0.0,0.0
4311,622,0.0,0.0,0.0
4312,201720491,0.0,0.0,0.0
4313,5588,0.0,0.0,0.0
4314,8856,0.0,0.0,0.0
4315,201926891,0.0,0.0,0.0
4316,202130530,4.5,0.0,2.25
4317,202231799,2.8,0.0,1.4
4318,202231669,0.0,3.9999999999999996,1.9999999999999998
4319,201412500,0.0,0.0,0.0
4320,202129713,0.0,0.0,0.0
4321,202130471,1.6,0.0,0.8
4322,2651,0.0,0.0,0.0
4323,201618119,6.8999999999999995,0.0,3.4499999999999997
4324,202029347,0.7,0.0,0.35
4325,32,0.0,0.0,0.0
4326,8426,0.0,0.0,0.0
4327,5086,0.0,0.0,0.0
4328,2798,0.0,0.0,0.0
4329,202130450,0.0,0.0,0.0
4330,201619566,0.0,0.0,0.0
4331,202231484,2.7,0.0,1.35
4332,1515,0.0,0.0,0.0
4333,1646,0.0,0.0,0.0
4334,1795,0.0,0.0,0.0
4335,1851,0.0,0.0,0.0
4336,2005,0.0,0.0,0.0
4337,191,0.0,0.0,0.0
4338,230,0.0,0.0,0.0
4339,576,0.0,0.0,0.0
4340,586,0.0,0.0,0.0
4341,889,0.0,0.0,0.0
4342,7655,0.0,0.0,0.0
4343,201413601,0.0,0.0,0.0
4344,201823175,0.0,0.0,0.0
4345,6082,0.0,0.0,0.0
4346,201619133,0.0,0.0,0.0
4347,201311859,0.0,0.0,0.0
4348,201412634,0.0,0.0,0.0
4349,201925995,0.0,0.0,0.0
4350,201412164,0.0,0.0,0.0
4351,2776,0.0,0.0,0.0
4352,201720559,0.0,0.0,0.0
4353,202029570,0.0,0.0,0.0
4354,7119,0.0,0.0,0.0
4355,201516624,0.0,0.0,0.0
4356,201721693,0.0,0.0,0.0
4357,201619653,0.0,0.0,0.0
4358,7913,0.0,0.0,0.0
4359,201619258,0.0,0.0,0.0
4360,202029493,0.0,0.0,0.0
4361,201618664,0.0,0.0,0.0
4362,4947,0.0,0.0,0.0
4363,6387,0.0,0.0,0.0
4364,201517184,0.0,0.0,0.0
4365,2889,0.0,0.0,0.0
4366,8862,0.0,0.0,0.0
4367,201516262,0.0,0.0,0.0
4368,201720604,0.0,0.0,0.0
4369,7868,0.0,0.0,0.0
4370,5247,0.0,0.0,0.0
4371,1528,0.0,0.0,0.0
4372,2758,0.0,0.0,0.0
4373,201515195,0.0,0.0,0.0
4374,201310679,0.0,0.0,0.0
4375,201516207,0.0,0.0,0.0
4376,202130503,3.0,0.0,1.5
4377,201414262,0.0,0.0,0.0
4378,201516183,3.0000000000000004,0.0,1.5000000000000002
4379,201413653,0.0,0.0,0.0
4380,7412,1.7999999999999998,0.0,0.8999999999999999
4381,202332076,4.0,0.0,2.0
4382,916,0.0,0.0,0.0
4383,201618773,0.0,0.0,0.0
4384,5944,0.0,0.0,0.0
4385,201415118,0.0,0.0,0.0
4386,1355,0.0,0.0,0.0
4387,4254,0.0,0.0,0.0
4388,201413007,7.2,0.0,3.6
4389,201927951,0.0,0.0,0.0
4390,1678,0.0,0.0,0.0
4391,1710,0.0,0.0,0.0
4392,202129853,0.0,0.0,0.0
4393,5979,0.0,0.0,0.0
4394,201924254,1.7999999999999998,0.0,0.8999999999999999
4395,1956,0.0,0.0,0.0
4396,201414395,0.0,0.0,0.0
4397,201311693,0.0,0.0,0.0
4398,5904,0.0,0.0,0.0
4399,4876,0.0,0.0,0.0
4400,6762,0.0,0.0,0.0
4401,108,0.0,0.0,0.0
4402,132,0.0,0.0,0.0
4403,201518026,0.0,0.0,0.0
4404,201721177,0.0,0.0,0.0
4405,202028978,0.0,0.0,0.0
4406,201413763,0.0,0.0,0.0
4407,5144,0.0,0.0,0.0
4408,202231312,7.0,0.0,3.5
4409,201721861,0.0,0.0,0.0
4410,201619082,0.0,0.0,0.0
4411,201823046,0.0,0.0,0.0
4412,5094,0.0,0.0,0.0
4413,851,0.0,0.0,0.0
4414,8883,0.0,0.0,0.0
4415,201721174,0.0,0.0,0.0
4416,201619965,8.1,0.0,4.05
4417,202231468,4.2,0.0,2.1
4418,201618427,0.0,0.0,0.0
4419,8941,1.2000000000000002,0.0,0.6000000000000001
4420,201925838,0.0,0.0,0.0
4421,201720639,0.0,0.0,0.0
4422,9817,0.0,0.0,0.0
4423,201618650,0.0,0.0,0.0
4424,201516518,1.5,2.1999999999999997,1.8499999999999999
4425,7214,0.0,0.0,0.0
4426,201515705,0.0,0.0,0.0
4427,202029003,2.4,0.0,1.2
4428,202129689,0.0,0.0,0.0
4429,202231626,0.0,3.4,1.7
4430,201515905,0.0,0.0,0.0
4431,201619655,0.0,0.0,0.0
4432,5015,0.0,0.0,0.0
4433,201721914,0.0,0.0,0.0
4434,201924203,0.0,0.0,0.0
4435,201515760,0.0,0.0,0.0
4436,7109,0.0,0.0,0.0
4437,2567,0.0,0.0,0.0
4438,7078,0.0,0.0,0.0
4439,201412480,0.0,0.0,0.0
4440,201516103,0.0,0.0,0.0
4441,1554,0.0,0.0,0.0
4442,201517582,0.0,0.0,0.0
4443,201619750,0.0,0.0,0.0
4444,201515847,0.0,0.0,0.0
4445,9456,0.0,0.0,0.0
4446,10050,0.0,0.0,0.0
4447,201619925,0.0,0.0,0.0
4448,201412461,0.7,0.0,0.35
4449,201515479,0.0,0.0,0.0
4450,201412111,0.0,0.0,0.0
4451,4951,0.0,0.0,0.0
4452,3440,0.0,0.0,0.0
4453,9760,0.0,0.0,0.0
4454,3716,0.0,0.0,0.0
4455,201721592,4.1,0.0,2.05
4456,202130065,2.0,0.0,1.0
4457,202130975,0.0,0.0,0.0
4458,7338,0.0,0.0,0.0
4459,2887,0.0,0.0,0.0
4460,201721204,0.0,0.0,0.0
4461,202029392,5.000000000000001,0.0,2.5000000000000004
4462,4422,0.0,0.0,0.0
4463,202130421,1.9,0.0,0.95
4464,2392,0.0,0.0,0.0
4465,8070,0.0,0.0,0.0
4466,202332250,0.0,0.0,0.0
4467,8790,0.0,0.0,0.0
4468,1819,0.0,0.0,0.0
4469,201414764,3.3000000000000003,0.0,1.6500000000000001
4470,6428,0.0,0.0,0.0
4471,202130169,3.2,0.0,1.6
4472,202231516,2.9,0.0,1.45
4473,1270,0.0,0.0,0.0
4474,201516700,0.0,0.0,0.0
4475,8925,0.0,0.0,0.0
4476,202332068,0.0,0.0,0.0
4477,201924149,0.0,0.0,0.0
4478,201618375,0.0,0.0,0.0
4479,1349,0.0,0.0,0.0
4480,2621,0.0,0.0,0.0
4481,201619148,0.0,0.0,0.0
4482,2922,0.0,0.0,0.0
4483,201310571,0.0,0.0,0.0
4484,201927109,0.0,0.0,0.0
4485,4612,0.0,0.0,0.0
4486,201516188,0.0,0.0,0.0
4487,1896,0.0,0.0,0.0
4488,201721240,0.0,0.0,0.0
4489,202231733,1.7000000000000002,0.0,0.8500000000000001
4490,201925795,0.0,0.0,0.0
4491,148,7.5,0.0,3.75
4492,167,0.0,0.0,0.0
4493,202029046,3.3,0.0,1.65
4494,214,0.0,0.0,0.0
4495,226,0.0,0.0,0.0
4496,201620141,0.0,0.0,0.0
4497,201721173,0.0,0.0,0.0
4498,4796,0.0,0.0,0.0
4499,673,0.0,0.0,0.0
4500,201619635,0.0,0.0,0.0
4501,6776,1.5999999999999999,0.0,0.7999999999999999
4502,201517884,0.0,0.0,0.0
4503,201924137,0.0,0.0,0.0
4504,201926750,3.3000000000000003,0.0,1.6500000000000001
4505,3710,0.0,0.0,0.0
4506,201620031,0.0,0.0,0.0
4507,201720355,0.0,0.0,0.0
4508,996,0.0,0.0,0.0
4509,8865,0.0,0.0,0.0
4510,201822954,0.0,0.0,0.0
4511,201414181,0.0,0.0,0.0
4512,201924056,0.0,0.0,0.0
4513,201721406,0.0,0.0,0.0
4514,202130549,2.7,0.0,1.35
4515,9300,0.0,0.0,0.0
4516,202130712,3.6,0.0,1.8
4517,1843,3.3,0.0,1.65
4518,1915,7.2,0.0,3.6
4519,201413443,0.0,0.0,0.0
4520,201721407,0.0,0.0,0.0
4521,201822688,0.0,0.0,0.0
4522,201311976,0.0,0.0,0.0
4523,744,0.0,0.0,0.0
4524,201925519,0.0,0.0,0.0
4525,201926872,0.0,0.0,0.0
4526,4623,0.0,0.0,0.0
4527,201517622,0.0,0.0,0.0
4528,201721624,0.0,0.0,0.0
4529,6900,0.0,0.0,0.0
4530,8220,0.0,0.0,0.0
4531,8584,0.0,0.0,0.0
4532,201619341,0.0,0.0,0.0
4533,201721282,0.0,0.0,0.0
4534,201822630,7.199999999999999,6.8,7.0
4535,201415144,0.0,0.0,0.0
4536,9777,0.0,0.0,0.0
4537,201414832,0.0,0.0,0.0
4538,202231267,2.9000000000000004,0.0,1.4500000000000002
4539,202130491,3.3000000000000003,0.0,1.6500000000000001
4540,332,0.0,0.0,0.0
4541,2034,0.0,0.0,0.0
4542,201926991,0.0,0.0,0.0
4543,201413772,0.0,0.0,0.0
4544,201619153,0.0,0.0,0.0
4545,201925507,0.0,0.0,0.0
4546,997,0.0,0.0,0.0
4547,201414114,0.0,0.0,0.0
4548,201517823,0.0,0.0,0.0
4549,201517572,0.0,0.0,0.0
4550,202130210,0.0,0.0,0.0
4551,201414403,3.5,0.0,1.75
4552,201925818,0.0,0.0,0.0
4553,201413941,0.0,0.0,0.0
4554,201721997,0.0,0.0,0.0
4555,3429,0.0,0.0,0.0
4556,201414178,0.0,0.0,0.0
4557,202231563,0.0,0.0,0.0
4558,202130221,6.800000000000001,0.0,3.4000000000000004
4559,876,0.0,0.0,0.0
4560,9292,0.0,0.0,0.0
4561,201516902,0.0,0.0,0.0
4562,201517992,0.0,0.0,0.0
4563,202130751,2.0999999999999996,0.0,1.0499999999999998
4564,202130608,0.0,0.0,0.0
4565,201516175,0.0,0.0,0.0
4566,201414033,0.0,0.0,0.0
4567,201414085,0.0,0.0,0.0
4568,9496,0.0,0.0,0.0
4569,201515786,0.0,0.0,0.0
4570,202331987,0.0,1.6,0.8
4571,201619025,0.0,0.0,0.0
4572,201823048,0.0,0.0,0.0
4573,201619122,0.0,0.0,0.0
4574,1140,0.0,0.0,0.0
4575,201412120,0.0,0.0,0.0
4576,201924076,0.0,0.0,0.0
4577,201620056,0.0,0.0,0.0
4578,201721363,0.0,0.0,0.0
4579,202130291,0.0,0.0,0.0
4580,3756,0.0,0.0,0.0
4581,201516171,0.0,0.0,0.0
4582,202130150,0.0,0.0,0.0
4583,9840,0.0,0.0,0.0
4584,8536,0.0,0.0,0.0
4585,201925544,0.0,0.0,0.0
4586,202332129,3.5,0.0,1.75
4587,201414757,0.0,0.0,0.0
4588,352,0.0,0.0,0.0
4589,7708,0.0,0.0,0.0
4590,201515437,0.0,0.0,0.0
4591,202029445,7.6,0.0,3.8
4592,201619554,0.0,0.0,0.0
4593,201415082,0.0,0.0,0.0
4594,201619582,0.0,0.0,0.0
4595,202231689,3.0999999999999996,0.0,1.5499999999999998
4596,558,8.0,0.0,4.0
4597,202231546,0.0,0.0,0.0
4598,202130388,2.5,0.0,1.25
4599,201516903,0.0,0.0,0.0
4600,201620263,0.0,0.0,0.0
4601,8749,0.0,0.0,0.0
4602,201618581,0.0,0.0,0.0
4603,201722063,0.0,0.0,0.0
4604,201721786,0.0,0.0,0.0
4605,201822267,0.0,0.0,0.0
4606,201925830,6.200000000000001,0.0,3.1000000000000005
4607,2693,0.0,0.0,0.0
4608,201311714,0.0,0.0,0.0
4609,201412991,0.0,0.0,0.0
4610,9766,0.0,0.0,0.0
4611,201415163,0.0,0.0,0.0
4612,201618944,0.0,0.0,0.0
4613,201721410,0.0,0.0,0.0
4614,201924084,0.0,0.0,0.0
4615,201517354,0.0,0.0,0.0
4616,202332078,1.9000000000000001,0.0,0.9500000000000001
4617,201619253,0.0,0.0,0.0
4618,201413432,0.0,0.0,0.0
4619,7106,0.0,0.0,0.0
4620,202130310,1.6,0.0,0.8
4621,201924279,0.0,0.0,0.0
4622,201412854,0.0,0.0,0.0
4623,201414086,0.0,0.0,0.0
4624,202231315,6.5,0.0,3.25
4625,201517699,0.0,0.0,0.0
4626,201619432,0.0,0.0,0.0
4627,201516552,0.0,0.0,0.0
4628,201722067,0.0,0.0,0.0
4629,5597,0.0,0.0,0.0
4630,202231402,2.5,0.0,1.25
4631,201926015,0.0,0.0,0.0
4632,7865,0.0,0.0,0.0
4633,201414932,0.0,0.0,0.0
4634,9733,0.0,0.0,0.0
4635,201516943,0.0,0.0,0.0
4636,202130167,3.2,0.0,1.6
4637,2574,0.0,0.0,0.0
4638,202130062,0.0,0.0,0.0
4639,202130128,2.0,0.0,1.0
4640,2921,0.0,0.0,0.0
4641,202130559,2.7,0.0,1.35
4642,201823325,0.0,0.0,0.0
4643,8943,0.0,0.0,0.0
4644,202332214,2.9,0.0,1.45
4645,202231461,3.3,0.0,1.65
4646,201414165,0.0,0.0,0.0
4647,8931,0.0,0.0,0.0
4648,201311661,0.0,0.0,0.0
4649,201721339,0.0,0.0,0.0
4650,979,0.0,0.0,0.0
4651,201618277,0.0,0.0,0.0
4652,202231670,0.0,3.4,1.7
4653,7682,0.0,0.0,0.0
4654,201822506,0.0,0.0,0.0
4655,201515198,0.0,0.0,0.0
4656,1060,1.2000000000000002,0.0,0.6000000000000001
4657,201515589,0.0,0.0,0.0
4658,201618750,0.0,0.0,0.0
4659,202231789,3.4,0.0,1.7
4660,202029160,2.5000000000000004,0.0,1.2500000000000002
4661,7165,0.0,0.0,0.0
4662,201620313,0.0,0.0,0.0
4663,201924256,0.0,0.0,0.0
4664,201924330,0.0,0.0,0.0
4665,201516484,0.0,0.0,0.0
4666,201414064,0.0,0.0,0.0
4667,201516709,0.0,0.0,0.0
4668,201516408,0.0,0.0,0.0
4669,202130039,2.5999999999999996,0.0,1.2999999999999998
4670,2811,0.0,0.0,0.0
4671,201413876,0.0,0.0,0.0
4672,201415116,0.0,0.0,0.0
4673,201923950,0.0,0.0,0.0
4674,201619008,0.0,0.0,0.0
4675,201619007,0.0,0.0,0.0
4676,201412178,0.0,0.0,0.0
4677,8425,0.0,0.0,0.0
4678,201619735,0.0,0.0,0.0
4679,3136,0.0,0.0,0.0
4680,202130517,1.8,0.0,0.9
4681,201517064,0.0,0.0,0.0
4682,202130659,0.0,0.0,0.0
4683,201925626,0.0,0.0,0.0
4684,201412437,0.0,0.0,0.0
4685,201515240,0.0,0.0,0.0
4686,7922,0.0,0.0,0.0
4687,201413755,0.0,0.0,0.0
4688,201925962,0.0,0.0,0.0
4689,201927316,0.0,0.0,0.0
